dir,image,class,brightness,pred,conf
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13401/1,13401_idx5_x1451_y751_class1.png,1,173.1176,0,0.98215485
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13591/0,13591_idx5_x1701_y1851_class0.png,0,207.3336,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12869/0,12869_idx5_x1251_y1101_class0.png,0,184.6724,1,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12948/0,12948_idx5_x1301_y601_class0.png,0,210.5848,0,0.99604285
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14154/0,14154_idx5_x3151_y1851_class0.png,0,181.5964,0,0.9895661
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12890/0,12890_idx5_x551_y851_class0.png,0,207.1844,1,0.9999994
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12750/0,12750_idx5_x1201_y1451_class0.png,0,179.4444,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10268/0,10268_idx5_x951_y1501_class0.png,0,197.5248,0,0.999956
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12930/0,12930_idx5_x2551_y1551_class0.png,0,213.9312,0,0.99991965
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9023/0,9023_idx5_x601_y451_class0.png,0,201.9156,0,0.97904533
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14192/1,14192_idx5_x951_y801_class1.png,1,150.8276,1,0.99979085
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13694/0,13694_idx5_x1901_y2551_class0.png,0,181.4432,0,0.9991135
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15514/1,15514_idx5_x1001_y1501_class1.png,1,158.7932,0,0.99939907
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13023/0,13023_idx5_x701_y401_class0.png,0,219.1128,0,0.9960316
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12951/1,12951_idx5_x1801_y1851_class1.png,1,159.9428,0,0.9996762
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10288/0,10288_idx5_x1901_y1451_class0.png,0,213.9884,0,0.9999678
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12954/0,12954_idx5_x2151_y901_class0.png,0,201.3188,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10307/0,10307_idx5_x2051_y1001_class0.png,0,217.7384,0,0.97431016
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10275/0,10275_idx5_x451_y851_class0.png,0,187.2132,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/0,9177_idx5_x2151_y1201_class0.png,0,220.3948,0,0.99991524
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x2551_y1351_class0.png,0,218.042,0,0.9999658
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9035/0,9035_idx5_x951_y951_class0.png,0,165.3848,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x301_y2151_class0.png,0,202.9372,0,0.9361596
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12910/0,12910_idx5_x1651_y1001_class0.png,0,189.9468,0,0.78746897
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15903/1,15903_idx5_x1551_y1201_class1.png,1,141.54,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14189/1,14189_idx5_x2251_y1101_class1.png,1,164.9636,0,0.9909195
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9126/1,9126_idx5_x2151_y1301_class1.png,1,145.2144,0,0.9999949
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9345/0,9345_idx5_x1251_y2501_class0.png,0,172.1072,0,0.99987257
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13693/1,13693_idx5_x1151_y901_class1.png,1,168.5016,0,0.8514338
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13666/0,13666_idx5_x1501_y1001_class0.png,0,197.6944,0,0.99997854
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12947/0,12947_idx5_x1451_y101_class0.png,0,217.636,1,0.9042758
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16166/1,16166_idx5_x1751_y1251_class1.png,1,140.5276,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14079/1,14079_idx5_x1151_y851_class1.png,1,155.62,1,0.99983954
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8974/0,8974_idx5_x1601_y101_class0.png,0,214.25,0,0.9434279
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10305/0,10305_idx5_x1001_y801_class0.png,0,220.164,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9266/0,9266_idx5_x2551_y301_class0.png,0,185.9268,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9227/0,9227_idx5_x2251_y1901_class0.png,0,183.8916,1,0.7550919
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12935/1,12935_idx5_x1501_y1101_class1.png,1,155.3468,0,0.9999964
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12949/1,12949_idx5_x2001_y1301_class1.png,1,156.5764,0,0.9983335
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14156/0,14156_idx5_x2051_y701_class0.png,0,193.1364,0,0.98752534
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12894/1,12894_idx5_x2051_y851_class1.png,1,155.7808,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8955/0,8955_idx5_x2851_y851_class0.png,0,223.3688,0,0.99765104
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13022/0,13022_idx5_x1951_y1351_class0.png,0,199.6408,0,0.9991817
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13106/0,13106_idx5_x2501_y2151_class0.png,0,175.248,0,0.99308175
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14081/1,14081_idx5_x2751_y651_class1.png,1,147.8692,1,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13692/1,13692_idx5_x2151_y901_class1.png,1,160.0528,0,0.9995623
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x501_y1551_class0.png,0,173.6556,1,0.61891264
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9081/0,9081_idx5_x901_y401_class0.png,0,206.1724,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10274/0,10274_idx5_x1501_y1401_class0.png,0,223.4116,0,0.99999356
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15840/1,15840_idx5_x1051_y1301_class1.png,1,146.6168,0,0.9974929
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9043/0,9043_idx5_x451_y1051_class0.png,0,201.3688,0,0.9999653
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9250/1,9250_idx5_x801_y1101_class1.png,1,136.5256,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10306/0,10306_idx5_x2451_y601_class0.png,0,204.366,1,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16550/0,16550_idx5_x3251_y1401_class0.png,0,169.6512,1,0.9999833
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10299/1,10299_idx5_x1151_y1301_class1.png,1,139.5264,0,0.9996432
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12884/1,12884_idx5_x1551_y1051_class1.png,1,138.3332,0,0.8283029
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15471/0,15471_idx5_x1701_y501_class0.png,0,221.51,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9290/0,9290_idx5_x1651_y1451_class0.png,0,205.0732,0,0.99763596
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15472/0,15472_idx5_x2051_y1451_class0.png,0,175.8996,0,0.9999988
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12947/1,12947_idx5_x2001_y1801_class1.png,1,177.4072,0,0.99982303
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9029/0,9029_idx5_x1401_y251_class0.png,0,176.872,0,0.8361148
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x651_y1801_class0.png,0,184.2184,1,0.79197496
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9250/0,9250_idx5_x451_y1101_class0.png,0,193.9912,0,0.95757127
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10293/0,10293_idx5_x51_y1551_class0.png,0,173.3672,0,0.9999602
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x2201_y701_class0.png,0,176.9712,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12934/0,12934_idx5_x2251_y751_class0.png,0,218.8556,0,0.9787138
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8951/0,8951_idx5_x1101_y1501_class0.png,0,213.7,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10292/1,10292_idx5_x1351_y1351_class1.png,1,159.258,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12949/0,12949_idx5_x1051_y1501_class0.png,0,218.3152,0,0.9972771
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12824/0,12824_idx5_x2351_y601_class0.png,0,170.454,0,0.99999714
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9255/0,9255_idx5_x1501_y501_class0.png,0,211.7964,1,0.7707013
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9323/0,9323_idx5_x2351_y1201_class0.png,0,205.5908,0,0.7562991
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9226/0,9226_idx5_x1001_y251_class0.png,0,212.91,0,0.99989116
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8918/0,8918_idx5_x251_y501_class0.png,0,181.2312,1,0.9999856
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12821/0,12821_idx5_x1501_y251_class0.png,0,165.5816,0,0.99999607
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13666/0,13666_idx5_x1501_y1_class0.png,0,221.06,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14210/1,14210_idx5_x1601_y1501_class1.png,1,149.7656,0,0.84992737
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9226/1,9226_idx5_x1401_y2401_class1.png,1,158.2468,1,0.9416371
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12877/0,12877_idx5_x301_y351_class0.png,0,223.5452,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12821/0,12821_idx5_x651_y1101_class0.png,0,171.7104,0,0.9999379
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12905/0,12905_idx5_x1151_y1801_class0.png,0,207.3112,0,0.99280494
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14156/0,14156_idx5_x1151_y451_class0.png,0,188.058,0,0.99970335
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12817/1,12817_idx5_x1751_y401_class1.png,1,187.5196,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10275/0,10275_idx5_x2251_y351_class0.png,0,186.9424,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9037/0,9037_idx5_x201_y201_class0.png,0,196.0216,0,0.99999905
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16570/1,16570_idx5_x2301_y651_class1.png,1,173.162,0,0.95783186
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9081/0,9081_idx5_x1851_y2351_class0.png,0,177.7648,0,0.9999856
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14190/0,14190_idx5_x3051_y901_class0.png,0,203.2196,0,0.9233112
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12818/0,12818_idx5_x1251_y1401_class0.png,0,200.4408,1,0.998486
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9029/0,9029_idx5_x2651_y2251_class0.png,0,173.412,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13694/1,13694_idx5_x2001_y1801_class1.png,1,185.5344,0,0.9546695
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12895/1,12895_idx5_x2151_y1201_class1.png,1,159.7716,0,0.99475163
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12818/0,12818_idx5_x3751_y1151_class0.png,0,199.7908,1,0.99981755
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15515/0,15515_idx5_x601_y1551_class0.png,0,215.8912,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12875/0,12875_idx5_x251_y451_class0.png,0,218.858,0,0.9873685
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9176/0,9176_idx5_x2251_y2201_class0.png,0,185.5488,0,0.99996316
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13692/1,13692_idx5_x1901_y751_class1.png,1,168.7316,0,0.9994253
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12892/0,12892_idx5_x301_y901_class0.png,0,211.1532,0,0.9861152
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15510/0,15510_idx5_x2701_y1401_class0.png,0,196.3968,0,0.9999925
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12811/1,12811_idx5_x1001_y701_class1.png,1,148.3016,0,0.98670745
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8864/0,8864_idx5_x851_y2251_class0.png,0,188.0736,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14191/0,14191_idx5_x1651_y751_class0.png,0,173.8124,0,0.757761
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16553/0,16553_idx5_x351_y701_class0.png,0,214.8328,0,0.9998827
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8974/1,8974_idx5_x1151_y151_class1.png,1,174.6904,0,0.999997
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12751/1,12751_idx5_x2201_y951_class1.png,1,187.7692,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8980/0,8980_idx5_x1901_y51_class0.png,0,210.964,0,0.8287661
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12948/1,12948_idx5_x1101_y751_class1.png,1,178.8724,0,0.9577716
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12894/0,12894_idx5_x951_y1551_class0.png,0,203.5324,0,0.9996325
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14156/0,14156_idx5_x1951_y1501_class0.png,0,171.4676,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9321/0,9321_idx5_x2451_y1151_class0.png,0,203.6328,1,0.95919377
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10272/0,10272_idx5_x1101_y1301_class0.png,0,179.8552,0,0.9997687
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12954/1,12954_idx5_x1651_y951_class1.png,1,177.79,0,0.9999994
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16532/0,16532_idx5_x1551_y1551_class0.png,0,221.842,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9258/0,9258_idx5_x501_y2201_class0.png,0,166.4248,0,0.99781597
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14154/1,14154_idx5_x1401_y701_class1.png,1,161.0912,1,0.999474
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12907/0,12907_idx5_x1751_y751_class0.png,0,215.1624,0,0.7599087
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9346/0,9346_idx5_x2401_y1701_class0.png,0,173.426,1,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12892/1,12892_idx5_x751_y501_class1.png,1,163.9276,0,0.99994993
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9037/1,9037_idx5_x2051_y301_class1.png,1,139.4664,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12880/0,12880_idx5_x1751_y601_class0.png,0,202.5836,0,0.9716626
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12894/1,12894_idx5_x1401_y1901_class1.png,1,178.4404,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9265/0,9265_idx5_x1551_y1801_class0.png,0,185.8776,0,0.99998724
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x2551_y201_class0.png,0,217.2268,1,0.8763923
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9081/1,9081_idx5_x2551_y1151_class1.png,1,148.7952,0,0.9991731
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9381/0,9381_idx5_x2751_y1951_class0.png,0,217.9416,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15840/1,15840_idx5_x851_y1401_class1.png,1,153.9756,0,0.79612374
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12867/0,12867_idx5_x1051_y751_class0.png,0,214.8456,0,0.9995623
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8951/0,8951_idx5_x1351_y1401_class0.png,0,180.2924,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9291/1,9291_idx5_x2151_y1201_class1.png,1,143.5368,0,0.74655205
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9181/0,9181_idx5_x601_y551_class0.png,0,209.8856,0,0.99964404
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10253/1,10253_idx5_x751_y501_class1.png,1,130.8512,1,0.69578373
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8984/0,8984_idx5_x1651_y951_class0.png,0,200.9152,0,0.99998116
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10288/0,10288_idx5_x701_y1101_class0.png,0,187.4416,1,0.96858484
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13401/0,13401_idx5_x1001_y1451_class0.png,0,220.5592,1,0.9999751
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10300/0,10300_idx5_x701_y1601_class0.png,0,183.4144,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12954/0,12954_idx5_x2651_y901_class0.png,0,211.15,1,0.9997805
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12911/0,12911_idx5_x2151_y851_class0.png,0,200.6868,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9254/0,9254_idx5_x901_y1451_class0.png,0,218.8196,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12894/0,12894_idx5_x601_y1551_class0.png,0,207.0172,1,0.87681603
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12905/0,12905_idx5_x2451_y1501_class0.png,0,196.5216,1,0.8133382
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12907/0,12907_idx5_x1951_y1251_class0.png,0,200.3496,0,0.9965006
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10299/1,10299_idx5_x351_y1451_class1.png,1,146.882,1,0.99911517
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8863/0,8863_idx5_x451_y1651_class0.png,0,205.806,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14079/0,14079_idx5_x2201_y401_class0.png,0,214.5864,0,0.8309686
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10273/0,10273_idx5_x2301_y401_class0.png,0,167.8388,1,0.5635585
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12751/1,12751_idx5_x1301_y2051_class1.png,1,171.304,0,0.99867576
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9075/0,9075_idx5_x2701_y1801_class0.png,0,191.8168,0,0.98369795
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16165/0,16165_idx5_x1151_y501_class0.png,0,217.418,0,0.9990159
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13459/0,13459_idx5_x2301_y1451_class0.png,0,194.5116,1,0.99667645
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12935/1,12935_idx5_x1551_y1901_class1.png,1,145.372,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9173/0,9173_idx5_x751_y201_class0.png,0,211.966,1,0.99911326
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12935/1,12935_idx5_x1551_y1101_class1.png,1,152.0092,0,0.9982582
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9265/0,9265_idx5_x2551_y951_class0.png,0,188.392,1,0.9999851
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13404/0,13404_idx5_x751_y1601_class0.png,0,211.0092,1,0.94710934
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8865/0,8865_idx5_x1501_y551_class0.png,0,190.1768,0,0.85273135
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12877/0,12877_idx5_x701_y501_class0.png,0,221.5448,0,0.99999774
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10300/0,10300_idx5_x2701_y851_class0.png,0,175.806,0,0.99992454
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9259/0,9259_idx5_x601_y201_class0.png,0,199.6976,0,0.9997738
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10272/0,10272_idx5_x3451_y251_class0.png,0,220.816,1,0.51359624
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14211/0,14211_idx5_x2001_y301_class0.png,0,213.95,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9267/0,9267_idx5_x1401_y1151_class0.png,0,188.3544,1,0.7703099
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8865/1,8865_idx5_x1751_y601_class1.png,1,156.1384,0,0.918415
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/0,9177_idx5_x1101_y851_class0.png,0,221.292,0,0.9999975
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10301/0,10301_idx5_x1551_y1851_class0.png,0,202.504,0,0.9999715
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12880/0,12880_idx5_x2501_y2251_class0.png,0,182.2772,1,0.99999964
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9226/0,9226_idx5_x2501_y2201_class0.png,0,170.7352,0,0.8712097
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10269/0,10269_idx5_x1151_y851_class0.png,0,183.3564,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12867/0,12867_idx5_x2651_y651_class0.png,0,214.3372,0,0.8221772
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12242/0,12242_idx5_x2651_y1151_class0.png,0,168.066,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9345/1,9345_idx5_x2551_y1951_class1.png,1,163.7096,0,0.8903585
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9225/0,9225_idx5_x3601_y1651_class0.png,0,222.4968,0,0.9999877
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9177/1,9177_idx5_x1951_y1701_class1.png,1,142.5164,0,0.987061
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/16553/0,16553_idx5_x201_y1051_class0.png,0,209.6392,0,0.9999999
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9254/0,9254_idx5_x201_y701_class0.png,0,209.4304,0,0.9999231
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13462/1,13462_idx5_x1201_y1551_class1.png,1,154.052,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12880/0,12880_idx5_x2851_y2401_class0.png,0,218.9024,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13461/1,13461_idx5_x1251_y1551_class1.png,1,166.6504,0,0.99999976
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10302/1,10302_idx5_x2151_y951_class1.png,1,150.1768,1,0.9990451
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13022/0,13022_idx5_x3001_y1401_class0.png,0,170.4456,1,0.99670523
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10292/0,10292_idx5_x2451_y951_class0.png,0,180.0644,0,0.9303908
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/15516/0,15516_idx5_x2451_y901_class0.png,0,191.7176,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13020/0,13020_idx5_x2001_y1651_class0.png,0,224.3352,0,0.6717415
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12242/1,12242_idx5_x1551_y851_class1.png,1,139.5656,0,0.98553675
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14154/1,14154_idx5_x1751_y601_class1.png,1,149.9584,0,0.83065623
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12817/1,12817_idx5_x1651_y951_class1.png,1,158.228,0,0.89824206
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10268/0,10268_idx5_x2351_y1901_class0.png,0,178.2036,1,0.99998236
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14191/0,14191_idx5_x2051_y1151_class0.png,0,209.4892,0,0.7850785
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12752/0,12752_idx5_x2551_y1801_class0.png,0,214.8248,0,0.9809732
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8863/0,8863_idx5_x851_y1651_class0.png,0,167.0704,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9258/1,9258_idx5_x1351_y1451_class1.png,1,162.7652,0,0.999998
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13400/0,13400_idx5_x1751_y1001_class0.png,0,195.126,1,0.9993849
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/8914/0,8914_idx5_x2251_y1701_class0.png,0,165.3416,0,0.9998591
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13591/0,13591_idx5_x2201_y2151_class0.png,0,180.0392,0,0.99999726
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12820/1,12820_idx5_x1751_y951_class1.png,1,164.7092,0,0.999446
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13403/1,13403_idx5_x2101_y851_class1.png,1,171.9828,0,0.867604
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10282/0,10282_idx5_x1301_y1401_class0.png,0,212.94,0,0.88435775
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9173/0,9173_idx5_x3151_y651_class0.png,0,216.2976,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/13616/1,13616_idx5_x1651_y1251_class1.png,1,178.4628,0,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12870/0,12870_idx5_x451_y2051_class0.png,0,179.2868,0,0.99999285
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9075/0,9075_idx5_x1601_y1101_class0.png,0,185.5364,0,0.99999857
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10285/0,10285_idx5_x501_y701_class0.png,0,219.608,0,0.99180275
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/9265/0,9265_idx5_x3701_y1201_class0.png,0,220.2108,1,0.9953413
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14155/1,14155_idx5_x1751_y1101_class1.png,1,164.9264,1,0.99998844
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/12748/0,12748_idx5_x101_y751_class0.png,0,222.0292,1,0.9999355
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/10261/0,10261_idx5_x1751_y1101_class0.png,0,190.988,1,1.0
dataset/breast-histopathology-images/IDC_regular_ps50_idx5/14154/0,14154_idx5_x1451_y1401_class0.png,0,222.2668,0,0.999987
